id_aerogenerateur;id_parc;code_insee;nom_commune;code_dept;code_reg;puissance;hauteur_totale;hauteur_mat_nacelle;diametre_rotor;cote_ngf;periode_allumage_lib;periode_allumage_desc;type_feu_lib;type_feu_desc;date_mise_en_service;constructeur;reference_modele;x_aerogenerateur;y_aerogenerateur;epsg;libelle;date_maj;nom_eolienne
0005503449_E1;0005503449;35068;CHATEAUBOURG;35;53;1.00;99.70;73.00;53.00;74.000;Jour;;Feux fixes;;2011-04-23;ENERCON;E-53;371155.0;6786614.0;2154;Lambert-93;2022-05-19;
0005306849_E1;0005306849;50363;MOYON VILLAGES;50;28;2.30;124.00;83.00;82.00;45.000;Jour et Nuit;;Feux à éclats;;2014-04-01;ENERCON;E-82 E2;395860.28;6887806.5;2154;Lambert-93;2022-05-31;
0005306849_E2;0005306849;50363;MOYON VILLAGES;50;28;2.30;124.00;83.00;82.00;45.000;Jour et Nuit;;Feux à éclats;;2014-04-01;ENERCON;E-82 E2;395830.44;6886987.0;2154;Lambert-93;2022-05-31;
0005306849_E3;0005306849;50363;MOYON VILLAGES;50;28;2.30;124.00;83.00;82.00;45.000;Jour et Nuit;;Feux à éclats;;2014-04-01;ENERCON;E-82 E2;395760.56;6886064.0;2154;Lambert-93;2022-05-31;
0003102050_E1;0003102050;16317;ST FRAIGNE;16;75;3.60;180.00;119.00;126.00;95.000;Jour et Nuit;;Feux à éclats;;;VESTAS;V126-3.6MW;463180.0;6547301.0;2154;Lambert-93;2022-06-22;
0003102050_E2;0003102050;16317;ST FRAIGNE;16;75;3.60;180.00;119.00;126.00;99.000;Jour et Nuit;;Feux à éclats;;;VESTAS;V126-3.6MW;463507.0;6546828.0;2154;Lambert-93;2022-06-22;
0003102050_E3;0003102050;16317;ST FRAIGNE;16;75;3.60;180.00;119.00;126.00;106.000;Jour et Nuit;;Feux à éclats;;;VESTAS;V126-3.6MW;463825.0;6547053.0;2154;Lambert-93;2022-06-22;
0003102050_E4;0003102050;16317;ST FRAIGNE;16;75;3.60;180.00;119.00;126.00;100.000;Jour et Nuit;;Feux à éclats;;;VESTAS;V126-3.6MW;464012.0;6546446.0;2154;Lambert-93;2022-06-22;
0003102050_E5;0003102050;16317;ST FRAIGNE;16;75;3.60;180.00;119.00;126.00;105.000;Jour et Nuit;;Feux à éclats;;;VESTAS;V126-3.6MW;465016.0;6545521.0;2154;Lambert-93;2022-06-22;
0003102050_E6;0003102050;16317;ST FRAIGNE;16;75;3.60;180.00;119.00;126.00;112.000;Jour et Nuit;;Feux à éclats;;;VESTAS;V126-3.6MW;465101.0;6545026.0;2154;Lambert-93;2022-06-22;
0003102050_E7;0003102050;16317;ST FRAIGNE;16;75;3.60;180.00;119.00;126.00;111.000;Jour et Nuit;;Feux à éclats;;;VESTAS;V126-3.6MW;465626.0;6545269.0;2154;Lambert-93;2022-06-22;
0003102050_E8;0003102050;16317;ST FRAIGNE;16;75;3.60;180.00;119.00;126.00;99.000;Jour et Nuit;;Feux à éclats;;;VESTAS;V126-3.6MW;465726.0;6544750.0;2154;Lambert-93;2022-06-22;
0010011510_E1;0010011510;45160;GRENEVILLE EN BEAUCE;45;24;1.00;101.00;74.00;60.00;153.000;Jour et Nuit;;Feux à éclats;;2008-08-07;VERGNET SA;GEV HP;635203.5;6786526.5;2154;Lambert-93;2022-06-22;
0006112668_E1;0006112668;26020;LA REPARA AURIPLES;26;84;2.40;100.00;100.00;71.00;394.000;Jour et Nuit;;Feux à éclats;;2009-11-05;ENERCON;E-70 E4;857657.3;6395639.0;2154;Lambert-93;2022-06-25;
0005108310_E1;0005108310;60634;THIEUX;60;32;3.00;134.50;76.00;117.00;170.000;Jour et Nuit;;Feux à éclats;;2022-04-30;NORDEX;N117/3000 Controlled;649105.4;6939594.0;2154;Lambert-93;2022-06-28;
0005108310_E2;0005108310;60634;THIEUX;60;32;3.00;134.50;76.00;117.00;169.000;Jour et Nuit;;Feux à éclats;;2022-04-30;NORDEX;N117/3000 Controlled;649363.0;6939313.0;2154;Lambert-93;2022-06-28;
0005108310_E3;0005108310;60634;THIEUX;60;32;3.00;134.50;76.00;117.00;172.000;Jour et Nuit;;Feux à éclats;;2022-04-30;NORDEX;N117/3000 Controlled;648973.5;6938644.0;2154;Lambert-93;2022-06-28;
0005108310_E4;0005108310;60634;THIEUX;60;32;3.00;134.50;76.00;117.00;170.000;Jour et Nuit;;Feux à éclats;;2022-04-30;NORDEX;N117/3000 Controlled;648970.9;6938296.0;2154;Lambert-93;2022-06-28;
0005108310_E5;0005108310;60634;THIEUX;60;32;3.00;134.50;76.00;117.00;161.000;Jour et Nuit;;Feux à éclats;;2022-04-30;NORDEX;N117/3000 Controlled;648925.5;6937847.5;2154;Lambert-93;2022-06-28;
0005108310_E6;0005108310;60634;THIEUX;60;32;3.00;134.50;76.00;117.00;165.000;Jour et Nuit;;Feux à éclats;;2022-04-30;NORDEX;N117/3000 Controlled;648735.25;6937582.0;2154;Lambert-93;2022-06-28;
0006112611_E1;0006112611;26041;BEAUSEMBLANT;26;84;2.00;120.00;82.00;80.00;348.000;Jour et Nuit;;Feux à éclats;;2007-02-20;VESTAS;V80-2.0MW;845873.0;6458912.0;2154;Lambert-93;2022-06-29;
0006112611_E2;0006112611;26041;BEAUSEMBLANT;26;84;2.00;125.00;82.00;90.00;348.000;Jour et Nuit;;Feux à éclats;;2007-02-20;VESTAS;V90-2.0MW;845551.6;6458607.5;2154;Lambert-93;2022-06-29;
0006112611_E3;0006112611;26041;BEAUSEMBLANT;26;84;2.00;125.00;82.00;90.00;348.000;Jour et Nuit;;Feux à éclats;;2007-02-20;VESTAS;V90-2.0MW;845459.0;6458534.5;2154;Lambert-93;2022-06-29;
0006112611_E4;0006112611;26041;BEAUSEMBLANT;26;84;2.00;125.00;82.00;90.00;341.000;Jour et Nuit;;Feux à éclats;;2007-02-20;VESTAS;V90-2.0MW;846245.44;6458339.0;2154;Lambert-93;2022-06-29;
0006112611_E6;0006112611;26041;BEAUSEMBLANT;26;84;2.00;125.00;82.00;90.00;346.000;Jour et Nuit;;Feux à éclats;;2007-02-20;VESTAS;V90-2.0MW;845408.1;6457902.0;2154;Lambert-93;2022-06-29;
0006112611_E5;0006112611;26041;BEAUSEMBLANT;26;84;2.00;125.00;82.00;90.00;349.000;Jour et Nuit;;Feux à éclats;;2007-02-20;VESTAS;V90-2.0MW;846511.56;6458200.0;2154;Lambert-93;2022-06-29;
0007006185_E1;0007006185;62777;LE SARS;62;32;3.68;149.50;91.00;117.00;114.900;Jour et Nuit;;Feux à éclats;;2022-02-28;NORDEX;N117/3675;684625.4;6995932.0;2154;Lambert-93;2022-07-01;
0007006185_E2;0007006185;62561;MARTINPUICH;62;32;3.68;149.50;91.00;117.00;117.300;Jour et Nuit;;Feux à éclats;;2022-02-28;NORDEX;N117/3675;684902.25;6995786.0;2154;Lambert-93;2022-07-01;
0007211281_E2;0007211281;16025;BAIGNES-SAINTE-RADEGONDE;16;75;3.90;180.00;114.00;131.00;74.000;Jour et Nuit;;Feux à éclats;;;NORDEX;N131/3900;444193.5;6479688.5;2154;Lambert-93;2022-10-19;
0007006185_E3;0007006185;62777;LE SARS;62;32;3.68;149.50;91.00;117.00;126.100;Jour et Nuit;;Feux à éclats;;2022-02-28;NORDEX;N117/3675;684096.3;6995921.5;2154;Lambert-93;2022-07-01;
0007006185_E4;0007006185;62561;MARTINPUICH;62;32;3.68;149.50;91.00;117.00;115.600;Jour et Nuit;;Feux à éclats;;2022-02-28;NORDEX;N117/3675;684415.9;6995628.5;2154;Lambert-93;2022-07-01;
0010012388_E1;0010012388;36195;ST GEORGES SUR ARNON;36;24;2.40;156.50;98.00;117.00;145.800;Jour et Nuit;;Feux à éclats;;2021-12-01;NORDEX;N117/2400;629026.0;6654326.0;2154;Lambert-93;2022-07-01;
0010012388_E2;0010012388;36195;ST GEORGES SUR ARNON;36;24;2.40;156.50;98.00;117.00;147.200;Jour et Nuit;;Feux à éclats;;2021-12-01;NORDEX;N117/2400;628536.75;6654155.5;2154;Lambert-93;2022-07-01;
0010012388_E3;0010012388;36195;ST GEORGES SUR ARNON;36;24;2.40;156.50;98.00;117.00;143.450;Jour et Nuit;;Feux à éclats;;2021-12-01;NORDEX;N117/2400;628126.0;6653953.5;2154;Lambert-93;2022-07-01;
0010012388_E4;0010012388;36195;ST GEORGES SUR ARNON;36;24;2.40;156.50;98.00;117.00;142.200;Jour et Nuit;;Feux à éclats;;2021-12-01;NORDEX;N117/2400;627541.0;6653774.0;2154;Lambert-93;2022-07-01;
0010012388_E5;0010012388;36195;ST GEORGES SUR ARNON;36;24;2.40;156.50;98.00;117.00;139.800;Jour et Nuit;;Feux à éclats;;2021-12-01;NORDEX;N117/2400;626709.0;6653785.0;2154;Lambert-93;2022-07-01;
0010012388_E6;0010012388;36195;ST GEORGES SUR ARNON;36;24;2.40;156.50;98.00;117.00;141.600;Jour et Nuit;;Feux à éclats;;2021-12-01;NORDEX;N117/2400;627087.1;6654226.0;2154;Lambert-93;2022-07-01;
0010012388_E7;0010012388;36195;ST GEORGES SUR ARNON;36;24;2.40;156.50;98.00;117.00;138.700;Jour et Nuit;;Feux à éclats;;2021-12-01;NORDEX;N117/2400;627260.94;6654672.0;2154;Lambert-93;2022-07-01;
0010012388_E8;0010012388;36195;ST GEORGES SUR ARNON;36;24;2.40;156.50;98.00;117.00;131.560;Jour et Nuit;;Feux à éclats;;2021-12-01;NORDEX;N117/2400;627790.44;6655247.0;2154;Lambert-93;2022-07-01;
0010012388_E9;0010012388;36125;MIGNY;36;24;2.40;156.50;98.00;117.00;148.300;Jour et Nuit;;Feux à éclats;;2021-12-01;NORDEX;N117/2400;628204.0;6655603.0;2154;Lambert-93;2022-07-01;
0010012388_E10;0010012388;36125;MIGNY;36;24;2.40;156.50;98.00;117.00;147.500;Jour et Nuit;;Feux à éclats;;2021-12-01;NORDEX;N117/2400;628807.0;6655894.0;2154;Lambert-93;2022-07-01;
0010012388_E11;0010012388;36195;ST GEORGES SUR ARNON;36;24;2.40;156.50;98.00;117.00;140.300;Jour et Nuit;;Feux à éclats;;2021-12-01;NORDEX;N117/2400;626815.4;6655247.5;2154;Lambert-93;2022-07-01;
0005520851_E2;0005520851;35205;NOYAL-SOUS-BAZOUGES;35;53;3.00;180.00;116.00;117.00;101.700;Jour et Nuit;;Feux à éclats;;2021-05-01;VESTAS;V117-3.0MW;358401.6;6826180.5;2154;Lambert-93;2022-07-12;
0005520851_E1;0005520851;35205;NOYAL-SOUS-BAZOUGES;35;53;3.00;180.00;116.00;117.00;106.500;Jour et Nuit;;Feux à éclats;;2021-05-01;VESTAS;V117-3.0MW;357873.3;6826131.5;2154;Lambert-93;2022-07-12;
0005520851_E3;0005520851;35019;BAZOUGES-LA-PEROUSE;35;53;3.00;180.00;116.00;117.00;102.400;Jour et Nuit;;Feux à éclats;;;VESTAS;V117-3.0MW;358736.4;6826408.5;2154;Lambert-93;2022-07-12;
0005520851_E4;0005520851;35019;BAZOUGES-LA-PEROUSE;35;53;3.00;180.00;116.00;117.00;107.700;Jour et Nuit;;Feux à éclats;;2021-05-01;VESTAS;V117-3.0MW;358852.4;6826979.5;2154;Lambert-93;2022-07-12;
0007211281_E1;0007211281;16025;BAIGNES-SAINTE-RADEGONDE;16;75;3.90;180.00;114.00;131.00;79.000;Jour et Nuit;;Feux à éclats;;;NORDEX;N131/3900;444825.4;6480029.0;2154;Lambert-93;2022-10-19;
0007211281_E3;0007211281;16025;BAIGNES-SAINTE-RADEGONDE;16;75;3.90;180.00;114.00;131.00;69.000;Jour et Nuit;;Feux à éclats;;;NORDEX;N131/3900;443487.6;6480192.0;2154;Lambert-93;2022-10-19;
0007211281_E4;0007211281;16025;BAIGNES-SAINTE-RADEGONDE;16;75;3.90;180.00;114.00;131.00;90.200;Jour et Nuit;;Feux à éclats;;;NORDEX;N131/3900;443932.1;6479128.0;2154;Lambert-93;2022-10-19;
0007211281_E5;0007211281;16025;BAIGNES-SAINTE-RADEGONDE;16;75;3.90;180.00;114.00;131.00;71.500;Jour et Nuit;;Feux à éclats;;;NORDEX;N131/3900;443635.8;6478588.0;2154;Lambert-93;2022-10-19;
0007211281_E6;0007211281;16025;BAIGNES-SAINTE-RADEGONDE;16;75;3.90;180.00;114.00;131.00;57.400;Jour et Nuit;;Feux à éclats;;;NORDEX;N131/3900;442516.7;6480936.5;2154;Lambert-93;2022-10-19;
0010012937_E2;0010012937;28422;LES VILLAGES VOVEENS;28;24;4.20;175.00;110.00;130.00;143.000;Jour et Nuit;;Feux à éclats;;2020-01-24;SIEMENS GAMESA;SWT130;600019.44;6798696.5;2154;Lambert-93;2022-07-19;
0010012937_E3;0010012937;28422;LES VILLAGES VOVEENS;28;24;4.20;175.00;110.00;130.00;146.000;Jour et Nuit;;Feux à éclats;;2020-01-24;SIEMENS GAMESA;SWT130;600226.94;6798505.0;2154;Lambert-93;2022-07-19;
0010012937_E4;0010012937;28422;LES VILLAGES VOVEENS;28;24;4.20;175.00;110.00;130.00;147.000;Jour et Nuit;;Feux à éclats;;2020-01-24;SIEMENS GAMESA;SWT130;599463.06;6798094.5;2154;Lambert-93;2022-07-19;
0010012937_E5;0010012937;28422;LES VILLAGES VOVEENS;28;24;4.20;175.00;110.00;130.00;148.000;Jour et Nuit;;Feux à éclats;;2020-01-24;SIEMENS GAMESA;SWT130;599567.7;6797787.0;2154;Lambert-93;2022-07-19;
0010012937_E1;0010012937;28422;LES VILLAGES VOVEENS;28;24;4.20;175.00;110.00;130.00;142.000;Jour et Nuit;;Feux à éclats;;2020-01-24;SIEMENS GAMESA;SWT130;599815.25;6798888.5;2154;Lambert-93;2022-07-19;
0005107403_E1;0005107403;80373;GAMACHES;80;32;2.30;139.00;98.00;82.00;111.000;Jour et Nuit;;Feux à éclats;;2013-11-13;ENERCON;E-82 E4;596924.0;6990725.5;2154;Lambert-93;2022-07-20;
0005107403_E2;0005107403;80148;BUIGNY-LES-GAMACHES;80;32;2.30;139.00;98.00;82.00;109.000;Jour et Nuit;;Feux à éclats;;2013-11-13;ENERCON;E-82 E4;597370.3;6990758.5;2154;Lambert-93;2022-07-20;
0005107403_E3;0005107403;80148;BUIGNY-LES-GAMACHES;80;32;2.30;139.00;98.00;82.00;110.000;Jour et Nuit;;Feux à éclats;;2013-11-13;ENERCON;E-82 E4;597833.6;6990831.5;2154;Lambert-93;2022-07-20;
0005107403_E4;0005107403;80500;MAISNIERES;80;32;2.30;139.00;98.00;82.00;111.000;Jour et Nuit;;Feux à éclats;;2013-11-13;ENERCON;E-82 E4;598495.2;6991301.5;2154;Lambert-93;2022-07-20;
0005107403_E5;0005107403;80500;MAISNIERES;80;32;2.30;139.00;98.00;82.00;108.000;Jour et Nuit;;Feux à éclats;;2013-11-13;ENERCON;E-82 E4;598623.4;6991691.5;2154;Lambert-93;2022-07-20;
0005107404_E1;0005107404;80026;ARGUEL;80;32;2.35;131.00;85.00;92.00;168.000;Jour et Nuit;;Feux à éclats;;2017-05-19;ENERCON;E-92;614132.8;6976247.5;2154;Lambert-93;2022-07-20;
0005107404_E2;0005107404;80026;ARGUEL;80;32;2.35;131.00;85.00;92.00;174.000;Jour et Nuit;;Feux à éclats;;2017-05-19;ENERCON;E-92;614128.7;6975640.0;2154;Lambert-93;2022-07-20;
0005107404_E3;0005107404;80026;ARGUEL;80;32;2.35;131.00;85.00;92.00;170.000;Jour et Nuit;;Feux à éclats;;2017-05-19;ENERCON;E-92;614623.5;6975653.0;2154;Lambert-93;2022-07-20;
0005107406_E1;0005107406;80356;FRESNOY ANDAINVILLE;80;32;2.35;131.00;85.00;92.00;144.000;Jour et Nuit;;Feux à éclats;;2017-01-18;ENERCON;E-92;614158.2;6979291.0;2154;Lambert-93;2022-07-20;
0005107406_E2;0005107406;80356;FRESNOY ANDAINVILLE;80;32;2.35;131.00;85.00;92.00;143.000;Jour et Nuit;;Feux à éclats;;2017-01-18;ENERCON;E-92;614154.2;6978822.0;2154;Lambert-93;2022-07-20;
0005107406_E3;0005107406;80709;SAINT-MAULVIS;80;32;2.35;131.00;85.00;92.00;148.000;Jour et Nuit;;Feux à éclats;;2017-01-18;ENERCON;E-92;614149.1;6978199.5;2154;Lambert-93;2022-07-20;
0005107406_E4;0005107406;80709;SAINT-MAULVIS;80;32;2.35;131.00;85.00;92.00;141.000;Jour et Nuit;;Feux à éclats;;2017-01-18;ENERCON;E-92;614656.8;6978909.0;2154;Lambert-93;2022-07-20;
0005107406_E5;0005107406;80356;FRESNOY ANDAINVILLE;80;32;2.35;131.00;85.00;92.00;148.000;Jour et Nuit;;Feux à éclats;;2017-01-18;ENERCON;E-92;613714.2;6978727.5;2154;Lambert-93;2022-07-20;
0005107518_E1;0005107518;80500;MAISNIERES;80;32;2.00;99.00;64.00;70.00;100.000;Jour et Nuit;;Feux à éclats;;2007-04-16;ENERCON;E-70 E4;601118.9;6990504.0;2154;Lambert-93;2022-07-20;
0005107518_E2;0005107518;80500;MAISNIERES;80;32;2.00;99.00;64.00;70.00;105.000;Jour et Nuit;;Feux à éclats;;2007-04-16;ENERCON;E-70 E4;601216.6;6990199.5;2154;Lambert-93;2022-07-20;
0005107518_E3;0005107518;80500;MAISNIERES;80;32;2.00;99.00;64.00;70.00;110.000;Jour et Nuit;;Feux à éclats;;2007-04-16;ENERCON;E-70 E4;601331.06;6989851.0;2154;Lambert-93;2022-07-20;
0005107518_E4;0005107518;80362;FRETTEMEULE;80;32;2.00;99.00;64.00;70.00;100.000;Jour et Nuit;;Feux à éclats;;2007-04-16;ENERCON;E-70 E4;601957.2;6990560.0;2154;Lambert-93;2022-07-20;
0005107518_E5;0005107518;80362;FRETTEMEULE;80;32;2.00;99.00;64.00;70.00;105.000;Jour et Nuit;;Feux à éclats;;2007-04-16;ENERCON;E-70 E4;601941.9;6990227.5;2154;Lambert-93;2022-07-20;
0005107518_E6;0005107518;80362;FRETTEMEULE;80;32;2.00;99.00;64.00;70.00;110.000;Jour et Nuit;;Feux à éclats;;2007-04-16;ENERCON;E-70 E4;601924.1;6989902.0;2154;Lambert-93;2022-07-20;
0005107519_E1;0005107519;80709;SAINT-MAULVIS;80;32;2.35;131.00;85.00;92.00;153.000;Jour et Nuit;;Feux à éclats;;2017-02-21;ENERCON;E-92;614146.1;6977715.5;2154;Lambert-93;2022-07-20;
0005107519_E2;0005107519;80709;SAINT-MAULVIS;80;32;2.35;131.00;85.00;92.00;148.000;Jour et Nuit;;Feux à éclats;;2017-02-21;ENERCON;E-92;614648.3;6978128.5;2154;Lambert-93;2022-07-20;
0005107519_E3;0005107519;80022;ANDAINVILLE;80;32;2.35;131.00;85.00;92.00;152.000;Jour et Nuit;;Feux à éclats;;2017-02-21;ENERCON;E-92;613710.2;6977933.0;2154;Lambert-93;2022-07-20;
0005107519_E4;0005107519;80022;ANDAINVILLE;80;32;2.35;131.00;85.00;92.00;161.000;Jour et Nuit;;Feux à éclats;;2017-02-21;ENERCON;E-92;613703.5;6977098.0;2154;Lambert-93;2022-07-20;
0005107519_E5;0005107519;80022;ANDAINVILLE;80;32;2.35;131.00;85.00;92.00;154.000;Jour et Nuit;;Feux à éclats;;2017-02-21;ENERCON;E-92;614144.7;6977335.5;2154;Lambert-93;2022-07-20;
0005107521_E2;0005107521;80714;ST QUENTIN LA MOTTE CROIX AU BAILLY;80;32;2.30;99.00;64.00;70.00;120.000;Jour et Nuit;;Feux à éclats;;2014-12-17;ENERCON;E-70 E4;590994.4;6997685.5;2154;Lambert-93;2022-07-20;
0005107521_E3;0005107521;80714;ST QUENTIN LA MOTTE CROIX AU BAILLY;80;32;2.30;99.00;64.00;70.00;116.000;Jour et Nuit;;Feux à éclats;;2014-12-17;ENERCON;E-70 E4;591344.2;6998045.5;2154;Lambert-93;2022-07-20;
0005107521_E4;0005107521;80714;ST QUENTIN LA MOTTE CROIX AU BAILLY;80;32;2.30;99.00;64.00;70.00;117.000;Jour et Nuit;;Feux à éclats;;2014-12-17;ENERCON;E-70 E4;591428.44;6997747.0;2154;Lambert-93;2022-07-20;
0005107521_E1;0005107521;80714;ST QUENTIN LA MOTTE CROIX AU BAILLY;80;32;2.30;99.00;64.00;70.00;118.000;Jour et Nuit;;Feux à éclats;;2014-12-17;ENERCON;E-70 E4;591011.06;6998094.5;2154;Lambert-93;2022-07-20;
0005107598_E1;0005107598;60268;GANNES;60;32;2.30;139.00;98.00;82.00;137.000;Jour et Nuit;;Feux à éclats;;;ENERCON;E-82;656752.6;6942339.0;2154;Lambert-93;2022-07-20;
0005107598_E2;0005107598;60268;GANNES;60;32;2.30;139.00;98.00;82.00;126.000;Jour et Nuit;;Feux à éclats;;2012-12-07;ENERCON;E-82;656802.44;6941724.5;2154;Lambert-93;2022-07-20;
0005107598_E3;0005107598;60017;ANSAUVILLERS;60;32;2.30;139.00;98.00;82.00;129.000;Jour et Nuit;;Feux à éclats;;2012-12-07;ENERCON;E-82;656839.5;6941282.5;2154;Lambert-93;2022-07-20;
0005107598_E4;0005107598;60017;ANSAUVILLERS;60;32;2.30;139.00;98.00;82.00;141.000;Jour et Nuit;;Feux à éclats;;2012-12-07;ENERCON;E-82;656894.25;6940650.5;2154;Lambert-93;2022-07-20;
0005107598_E5;0005107598;60017;ANSAUVILLERS;60;32;2.30;139.00;98.00;82.00;130.000;Jour et Nuit;;Feux à éclats;;2012-12-07;ENERCON;E-82;656937.6;6940086.5;2154;Lambert-93;2022-07-20;
0005107700_E1;0005107700;80809;VISMES;80;32;2.30;131.00;85.00;92.00;118.000;Jour et Nuit;;Feux à éclats;;2016-07-07;ENERCON;E-92;603772.5;6988017.5;2154;Lambert-93;2022-07-20;
0005107700_E2;0005107700;80809;VISMES;80;32;2.30;131.00;85.00;92.00;117.000;Jour et Nuit;;Feux à éclats;;2016-07-07;ENERCON;E-92;604152.9;6987850.0;2154;Lambert-93;2022-07-20;
0005107700_E3;0005107700;80809;VISMES;80;32;2.30;131.00;85.00;92.00;122.000;Jour et Nuit;;Feux à éclats;;2016-07-07;ENERCON;E-92;603172.8;6987900.5;2154;Lambert-93;2022-07-20;
0005107700_E4;0005107700;80809;VISMES;80;32;2.30;131.00;85.00;92.00;121.000;Jour et Nuit;;Feux à éclats;;2016-07-07;ENERCON;E-92;603589.1;6987718.0;2154;Lambert-93;2022-07-20;
0005107700_E5;0005107700;80809;VISMES;80;32;2.30;131.00;85.00;92.00;121.000;Jour et Nuit;;Feux à éclats;;2016-07-07;ENERCON;E-92;603999.3;6987538.5;2154;Lambert-93;2022-07-20;
0005107701_E1;0005107701;80026;ARGUEL;80;32;2.30;126.00;85.00;82.00;158.000;Jour et Nuit;;Feux à éclats;;2017-02-21;ENERCON;E-82;614137.1;6976893.5;2154;Lambert-93;2022-07-20;
0005107701_E2;0005107701;80026;ARGUEL;80;32;2.30;126.00;85.00;82.00;157.000;Jour et Nuit;;Feux à éclats;;2017-02-21;ENERCON;E-82;614636.6;6976967.0;2154;Lambert-93;2022-07-20;
0005107701_E3;0005107701;80026;ARGUEL;80;32;2.35;131.00;85.00;92.00;158.000;Jour et Nuit;;Feux à éclats;;2017-02-21;ENERCON;E-92;614631.5;6976482.5;2154;Lambert-93;2022-07-20;
0005107701_E4;0005107701;80709;SAINT-MAULVIS;80;32;2.35;131.00;85.00;92.00;149.000;Jour et Nuit;;Feux à éclats;;2017-02-21;ENERCON;E-92;614643.9;6977607.5;2154;Lambert-93;2022-07-20;
0005107701_E5;0005107701;80026;ARGUEL;80;32;2.35;131.00;85.00;92.00;162.000;Jour et Nuit;;Feux à éclats;;2017-02-21;ENERCON;E-92;614135.9;6976621.5;2154;Lambert-93;2022-07-20;
0005107713_E1;0005107713;60522;QUINQUEMPOIX;60;32;2.30;139.00;98.00;82.00;132.000;Jour et Nuit;;Feux à éclats;;2012-12-07;ENERCON;E-82;656976.2;6939620.0;2154;Lambert-93;2022-07-20;
0005107713_E2;0005107713;60522;QUINQUEMPOIX;60;32;2.30;139.00;98.00;82.00;130.000;Jour et Nuit;;Feux à éclats;;2012-12-07;ENERCON;E-82;657012.6;6939177.5;2154;Lambert-93;2022-07-20;
0005107713_E3;0005107713;60522;QUINQUEMPOIX;60;32;2.30;139.00;98.00;82.00;132.000;Jour et Nuit;;Feux à éclats;;2012-12-07;ENERCON;E-82;657048.25;6938752.5;2154;Lambert-93;2022-07-20;
0005107713_E4;0005107713;60522;QUINQUEMPOIX;60;32;2.30;139.00;98.00;82.00;121.000;Jour et Nuit;;Feux à éclats;;2012-12-07;ENERCON;E-82;657085.5;6938301.0;2154;Lambert-93;2022-07-20;
0005107713_E5;0005107713;60522;QUINQUEMPOIX;60;32;2.30;139.00;98.00;82.00;126.000;Jour et Nuit;;Feux à éclats;;2012-12-07;ENERCON;E-82;657131.0;6937745.5;2154;Lambert-93;2022-07-20;
0005107714_E1;0005107714;60581;ST JUST EN CHAUSSEE;60;32;2.30;139.00;98.00;82.00;124.000;Jour et Nuit;;Feux à éclats;;;ENERCON;E-82;657167.2;6937307.5;2154;Lambert-93;2022-07-20;
0005107714_E2;0005107714;60581;ST JUST EN CHAUSSEE;60;32;2.30;139.00;98.00;82.00;129.000;Jour et Nuit;;Feux à éclats;;;ENERCON;E-82;657203.3;6936868.0;2154;Lambert-93;2022-07-20;
0005107714_E3;0005107714;60581;ST JUST EN CHAUSSEE;60;32;2.30;139.00;98.00;82.00;128.000;Jour et Nuit;;Feux à éclats;;;ENERCON;E-82;657261.06;6936168.5;2154;Lambert-93;2022-07-20;
0005107730_E1;0005107730;80663;RAMBURES;80;32;2.00;99.00;64.00;70.00;157.000;Jour et Nuit;;Feux à éclats;;2010-01-28;ENERCON;E-70 E4;604811.4;6983327.0;2154;Lambert-93;2022-07-20;
0005107730_E2;0005107730;80663;RAMBURES;80;32;2.00;99.00;64.00;70.00;155.000;Jour et Nuit;;Feux à éclats;;2010-01-28;ENERCON;E-70 E4;605213.2;6982978.5;2154;Lambert-93;2022-07-20;
0005107730_E3;0005107730;80663;RAMBURES;80;32;2.00;99.00;64.00;70.00;155.000;Jour et Nuit;;Feux à éclats;;2010-01-28;ENERCON;E-70 E4;605613.2;6982631.5;2154;Lambert-93;2022-07-20;
0005107730_E4;0005107730;80663;RAMBURES;80;32;2.00;99.00;64.00;70.00;157.000;Jour et Nuit;;Feux à éclats;;2010-01-28;ENERCON;E-70 E4;606015.6;6982281.0;2154;Lambert-93;2022-07-20;
0005107730_E5;0005107730;80663;RAMBURES;80;32;2.00;99.00;64.00;70.00;159.000;Jour et Nuit;;Feux à éclats;;2010-01-28;ENERCON;E-70 E4;606421.9;6981930.0;2154;Lambert-93;2022-07-20;
0005107730_E6;0005107730;80663;RAMBURES;80;32;2.00;99.00;64.00;70.00;158.000;Jour et Nuit;;Feux à éclats;;2010-01-28;ENERCON;E-70 E4;606823.75;6981578.0;2154;Lambert-93;2022-07-20;
0005107771_E1;0005107771;80241;DOMART EN PONTHIEU;80;32;2.00;130.00;80.00;100.00;78.000;Jour et Nuit;;Feux à éclats;;;VESTAS;V100-2.0MW;635526.6;6997497.0;2154;Lambert-93;2022-07-20;
0005107771_E2;0005107771;80241;DOMART EN PONTHIEU;80;32;2.00;130.00;80.00;100.00;93.000;Jour et Nuit;;Feux à éclats;;;VESTAS;V100-2.0MW;635783.0;6997114.0;2154;Lambert-93;2022-07-20;
0005107771_E3;0005107771;80241;DOMART EN PONTHIEU;80;32;2.00;130.00;80.00;100.00;88.000;Jour et Nuit;;Feux à éclats;;;VESTAS;V100-2.0MW;635989.5;6996809.5;2154;Lambert-93;2022-07-20;
