idMvt;conf;xsaisi;ysaisi;epsg;num_insee;commune;dateDebut;lieu_dit;typeMvt;libelleType;fiabiliteType;libelleFiabilite;PrecDate;libelleDate;prec_xy;libellePrec;longitudeDoublePrec;latitudeDoublePrec;
"63100278";;"519880";"1818500";"27572";"31052";"BEAUMONT-SUR-LEZE";;"Sud-est de la chapelle de Saint Pierre";"1";"Glissement";"1";"Fort";"0";"Inconnue";"3";"Hectomètre";"1.34973640527483996";"43.3642294357558029";
"63100280";;"528120";"1827310";"27572";"31572";"VENERQUE";"2006-06-01";"Lotissement de Rabé";"1";"Glissement";"1";"Fort";"2";"Mois";"2";"Décamètre";"1.44999453441052006";"43.4442775450589025";
"63100269";;"550770";"1818970";"27572";"31450";"RENNEVILLE";"2004-01-01";"Nord de En Guinot";"1";"Glissement";"1";"Fort";"3";"Saison";"3";"Hectomètre";"1.73014380282368996";"43.3712683149510028";
"63100271";;"555670";"1837820";"27572";"31527";"LA SALVETAT-LAURAGAIS";"1995-01-01";"Ouest de Jalabert";"1";"Glissement";"1";"Fort";"5";"Décennie";"3";"Hectomètre";"1.78888161940133994";"43.5409892516496981";
"63100272";;"518390";"1867810";"27572";"31515";"SAINT-RUSTICE";"2004-01-01";"Lestrade";"1";"Glissement";"1";"Fort";"3";"Saison";"2";"Décamètre";"1.32355386502764993";"43.8072085132303997";
"22300544";"C";"516906.982421875";"1827718.99414062011";"27562";"31395";"MURET";"1979-08-01";"JERUSALEM";"1";"Glissement";"1";"Fort";"2";"Mois";"5";"Commune";"1.31164053897051991";"43.4467267543869013";
"33104092";;"461399";"1768045";"27572";"31144";"CIERP-GAUD";"1952-02-03";"La Vielle, Aubagne, Cap du Mail";"1";"Glissement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"0.642997048739892052";"42.9020238457665002";
"22300129";"C";"470572.998046875";"1770022.94921875";"27562";"31085";"BOUTX";"1992-09-01";"GER DE BOUTX";"1";"Glissement";"1";"Fort";"2";"Mois";"5";"Commune";"0.754577271115739023";"42.921504984486603";
"33104064";;"458619";"1765368";"27572";"31290";"LEGE";"1951-01-01";"Cascar";"1";"Glissement";"2";"Moyen";"9";"Trimestre";"3";"Hectomètre";"0.609757532028655014";"42.8774404463395982";
"33104061";;"459130";"1766780";"27572";"31235";"GURAN";"1951-07-01";"Cap de Laprade";"1";"Glissement";"2";"Moyen";"9";"Trimestre";"3";"Hectomètre";"0.615619179302497987";"42.8902210241331971";
"33104060";;"461399";"1768045";"27572";"31144";"CIERP-GAUD";"1951-07-01";"Cap de vielle";"1";"Glissement";"2";"Moyen";"9";"Trimestre";"3";"Hectomètre";"0.642997048739892052";"42.9020238457665002";
"33104053";;"464923";"1767704";"27572";"31471";"SAINT-BEAT";"1991-05-16";"chemin d'entrée de la lane et de pujo";"1";"Glissement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"0.686131897416810022";"42.8996351052583975";
"33104087";;"472885";"1774552";"27572";"31544";"SENGOUAGNET";"1993-12-25";"Falaise du Ger";"1";"Glissement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"0.781734286142895973";"42.9625943225396014";
"33104089";;"476152";"1776628";"27572";"31342";"MILHAS";"1997-08-25";;"1";"Glissement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"0.821195787784750997";"42.981812872366902";
"33104057";;"472007";"1769493";"27572";"31085";"BOUTX";"1992-09-01";"Route du col de Menté";"1";"Glissement";"2";"Moyen";"2";"Mois";"3";"Hectomètre";"0.772229532231094029";"42.9170030834744978";
"33104054";;"465439";"1765313";"27572";"31017";"ARLOS";"1952-01-01";"Ravin de Mouzom";"1";"Glissement";"2";"Moyen";"4";"Année";"3";"Hectomètre";"0.693045860088144949";"42.8782603134322997";
"33104068";;"463175";"1767011";"27572";"31316";"MARIGNAC";"1835-05-29";;"1";"Glissement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"0.664960374395055953";"42.8930798122011012";
"33104059";;"460813";"1768335";"27572";"31144";"CIERP-GAUD";"1992-10-04";"cap du mail";"1";"Glissement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"0.635762183233642975";"42.9045144468006967";
"33104079";;"464923";"1767704";"27572";"31471";"SAINT-BEAT";"1991-05-16";"Landes de Dessus";"1";"Glissement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"0.686131897416810022";"42.8996351052583975";
"33104065";;"458645";"1766047";"27572";"31290";"LEGE";"1951-01-01";"granges rigades";"1";"Glissement";"2";"Moyen";"9";"Trimestre";"3";"Hectomètre";"0.609892767889022025";"42.8835430314864965";
"33104099";;"461370";"1762283";"27572";"31222";"GOUAUX-DE-LUCHON";"1988-01-01";;"1";"Glissement";"2";"Moyen";"4";"Année";"3";"Hectomètre";"0.644159137822635008";"42.8502749296292009";
"33104106";;"454137";"1758661";"27572";"31064";"BENQUE-DESSOUS-ET-DESSUS";"1897-06-29";"Rive droite de la Neste d'Oueil";"1";"Glissement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"0.556888216729845009";"42.8163154668907993";
"33104107";;"451181";"1762464";"27572";"31127";"CAUBOUS";"1897-06-29";"Rive droite de la Neste d'Oueil";"1";"Glissement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"0.519761706685351044";"42.8498567126233993";
"33104108";;"450210";"1763211";"27572";"31081";"BOURG-D'OUEIL";"1952-02-03";"Rive gauche de la Neste d'Oueil";"1";"Glissement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"0.507699544097331978";"42.8563621267867987";
"33104017";;"478617";"1772062";"27572";"31431";"PORTET-D'ASPET";"1977-05-19";"CD 618 vers Razecueillé et Sengouagnet";"1";"Glissement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"0.852405112774791029";"42.9412269989174007";
"33104039";;"475538";"1774513";"27572";"31447";"RAZECUEILLE";"1977-05-19";"CD 618 vers le Portet-d'Aspet et Sengouagnet";"1";"Glissement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"0.814186257364254984";"42.9627107311857017";
"33104041";;"474432";"1763518";"27572";"31337";"MELLES";"1977-05-18";"Barimale";"1";"Glissement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"0.803285624468878967";"42.8637736085495007";
"33104010";;"454908";"1755171";"27572";"31470";"SAINT-AVENTIN";"1977-05-19";"versant Gourron-Perraubeau";"1";"Glissement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"0.567250812167237051";"42.7851343677534004";
"33104015";;"454108";"1749377";"27572";"31123";"CASTILLON-DE-LARBOUST";"1978-06-01";"Flanc Ouest du Mail des Escargots";"1";"Glissement";"2";"Moyen";"2";"Mois";"3";"Hectomètre";"0.559096622130126009";"42.7329487755242994";
"33104016";;"472885";"1774552";"27572";"31544";"SENGOUAGNET";"1977-05-19";"Falaise du Ger";"1";"Glissement";"2";"Moyen";"1";"Jour";"3";"Hectomètre";"0.781734286142895973";"42.9625943225396014";
"33104007";;"458994";"1755664";"27572";"31360";"MONTAUBAN-DE-LUCHON";"1935-01-01";"Cône du Sainte Christine";"1";"Glissement";"2";"Moyen";"4";"Année";"3";"Hectomètre";"0.616929976071888042";"42.7903758280823965";
"33103991";;"460813";"1768335";"27572";"31144";"CIERP-GAUD";"1951-07-01";"cap du mail";"1";"Glissement";"2";"Moyen";"9";"Trimestre";"3";"Hectomètre";"0.635762183233642975";"42.9045144468006967";
"33103992";;"461399";"1768045";"27572";"31144";"CIERP-GAUD";"1951-07-01";"Manet";"1";"Glissement";"2";"Moyen";"9";"Trimestre";"3";"Hectomètre";"0.642997048739892052";"42.9020238457665002"
