Date de début;Date de fin;Organisme;code zas;Zas;code site;nom site;type d'implantation;Polluant;type d'influence;Réglementaire;type d'évaluation;type de valeur;valeur;valeur brute;unité de mesure;taux de saisie;couverture temporelle;couverture de données;code qualité;validité;Latitude;Longitude
2017/04/17 00:00:00;2017/04/17 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.2916666667;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/04/17 00:00:00;2017/04/17 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;1.0;0.8;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/04/18 00:00:00;2017/04/18 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.0375;µg-m3;100.0;100;100.0;R;1;43.093611;0.743611
2017/04/18 00:00:00;2017/04/18 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.45;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/04/18 00:00:00;2017/04/18 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;1.0;0.525;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/04/19 00:00:00;2017/04/19 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.2875;µg-m3;100.0;100;100.0;R;1;43.093611;0.743611
2017/04/19 00:00:00;2017/04/19 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;2.0;2.0583333333;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/04/19 00:00:00;2017/04/19 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;0.0;0.2375;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/04/20 00:00:00;2017/04/20 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.0260869565;µg-m3;96.0;100;96.0;A;1;43.093611;0.743611
2017/04/20 00:00:00;2017/04/20 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;1.0;0.5375;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/04/20 00:00:00;2017/04/20 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;0.0;-0.3458333333;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/04/21 00:00:00;2017/04/21 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;1.0;0.5913043478;µg-m3;96.0;100;96.0;A;1;43.093611;0.743611
2017/04/21 00:00:00;2017/04/21 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;1.0;0.8826086957;µg-m3;96.0;100;96.0;R;1;43.106156;0.71955
2017/04/21 00:00:00;2017/04/21 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;0.0;-0.225;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/04/22 00:00:00;2017/04/22 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.352173913;µg-m3;96.0;100;96.0;R;1;43.093611;0.743611
2017/04/22 00:00:00;2017/04/22 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;1.0;1.075;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/04/22 00:00:00;2017/04/22 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;1.0;0.6;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/04/23 00:00:00;2017/04/23 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.4791666667;µg-m3;100.0;100;100.0;R;1;43.093611;0.743611
2017/04/23 00:00:00;2017/04/23 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;1.0;0.6333333333;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/04/23 00:00:00;2017/04/23 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;2.0;1.7125;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/04/24 00:00:00;2017/04/24 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;1.0;1.3304347826;µg-m3;96.0;100;96.0;A;1;43.093611;0.743611
2017/04/24 00:00:00;2017/04/24 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.2875;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/04/24 00:00:00;2017/04/24 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;2.0;2.1666666667;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/04/25 00:00:00;2017/04/25 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.0625;µg-m3;100.0;100;100.0;R;1;43.093611;0.743611
2017/04/25 00:00:00;2017/04/25 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.375;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/04/25 00:00:00;2017/04/25 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;0.0;-0.2041666667;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/04/26 00:00:00;2017/04/26 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.0166666667;µg-m3;100.0;100;100.0;R;1;43.093611;0.743611
2017/04/26 00:00:00;2017/04/26 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;1.0;0.6083333333;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/04/26 00:00:00;2017/04/26 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;1.0;1.0708333333;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/04/27 00:00:00;2017/04/27 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.0;µg-m3;96.0;100;96.0;A;1;43.093611;0.743611
2017/04/27 00:00:00;2017/04/27 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.3833333333;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/04/27 00:00:00;2017/04/27 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;0.0;-0.275;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/04/28 00:00:00;2017/04/28 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.05;µg-m3;100.0;100;100.0;R;1;43.093611;0.743611
2017/04/28 00:00:00;2017/04/28 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;1.0;1.0208333333;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/04/28 00:00:00;2017/04/28 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;1.0;0.5;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/04/29 00:00:00;2017/04/29 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;1.0;0.5666666667;µg-m3;100.0;100;100.0;R;1;43.093611;0.743611
2017/04/29 00:00:00;2017/04/29 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;1.0;0.9125;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/04/29 00:00:00;2017/04/29 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;1.0;1.2625;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/04/30 00:00:00;2017/04/30 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.0173913043;µg-m3;96.0;100;96.0;A;1;43.093611;0.743611
2017/04/30 00:00:00;2017/04/30 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.2375;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/04/30 00:00:00;2017/04/30 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;2.0;2.4375;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/05/01 00:00:00;2017/05/01 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.0;µg-m3;96.0;100;96.0;R;1;43.093611;0.743611
2017/05/01 00:00:00;2017/05/01 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.0791666667;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/05/01 00:00:00;2017/05/01 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;1.0;0.8916666667;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/05/02 00:00:00;2017/05/02 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.2833333333;µg-m3;100.0;100;100.0;R;1;43.093611;0.743611
2017/05/02 00:00:00;2017/05/02 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.4708333333;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/05/02 00:00:00;2017/05/02 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;-2.0;-1.5347826087;µg-m3;96.0;100;96.0;R;1;43.587344;1.444003
2017/05/03 00:00:00;2017/05/03 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.0;µg-m3;96.0;100;96.0;A;1;43.093611;0.743611
2017/05/03 00:00:00;2017/05/03 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;1.0;0.575;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
2017/05/03 00:00:00;2017/05/03 23:59:59;ATMO OCCITANIE;FR76ZAG01;ZAG TOULOUSE;FR12030;BERTHELOT;Urbaine;SO2;Fond;Oui;mesures fixes;Moy. journalière;0.0;0.2625;µg-m3;100.0;100;100.0;R;1;43.587344;1.444003
2017/05/04 00:00:00;2017/05/04 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12015;MIRAMONT;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;0.0;0.1565217391;µg-m3;96.0;100;96.0;R;1;43.093611;0.743611
2017/05/04 00:00:00;2017/05/04 23:59:59;ATMO OCCITANIE;FR76ZRE01;ZR OCCITANIE;FR12016;DAURAT ST GAUDENS;Urbaine;SO2;Industrielle;Oui;mesures fixes;Moy. journalière;1.0;0.8333333333;µg-m3;100.0;100;100.0;R;1;43.106156;0.71955
